"vessel_id","time_stamp","lon","lat","speed","course","trip"
1,2017-01-12 17:02:30,13.0968,44.314,8.7,37,"1_4"
1,2017-01-12 17:08:30,13.1097,44.3263,8.7,36,"1_4"
1,2017-01-12 17:11:28,13.122,44.338,8.7,37,"1_4"
1,2017-01-12 17:17:27,13.1343,44.3498,8.6,36,"1_4"
1,2017-01-12 17:23:26,13.1462,44.3615,8.6,35,"1_4"
1,2017-01-12 17:26:26,13.1462,44.3615,8.6,35,"1_4"
1,2017-01-12 17:32:27,13.1585,44.3735,8.7,36,"1_4"
1,2017-01-12 17:38:28,13.1705,44.3852,8.7,34,"1_4"
1,2017-01-12 17:41:29,13.1825,44.3975,8.6,35,"1_4"
1,2017-01-12 17:47:29,13.1942,44.4097,8.8,32,"1_4"
1,2017-01-12 17:53:28,13.2057,44.4217,8.7,33,"1_4"
1,2017-01-12 17:56:29,13.2057,44.4217,8.7,33,"1_4"
1,2017-01-12 18:02:28,13.217,44.4338,8.8,30,"1_4"
1,2017-01-12 18:08:26,13.2255,44.4458,7,23,"1_4"
1,2017-01-12 18:11:26,13.2252,44.4485,1.2,19,"1_4"
1,2017-01-12 18:17:24,13.2243,44.4505,1.3,334,"1_4"
1,2017-01-12 18:23:23,13.2238,44.4525,1.1,340,"1_4"
1,2017-01-12 18:26:23,13.2238,44.4525,1.1,340,"1_4"
1,2017-01-12 18:32:22,13.2233,44.4543,1.2,355,"1_4"
1,2017-01-12 18:38:20,13.2227,44.4563,1.3,352,"1_4"
1,2017-01-12 18:44:23,13.2222,44.4583,1.3,352,"1_4"
1,2017-01-12 18:47:24,13.2217,44.4603,1.1,355,"1_4"
1,2017-01-12 18:53:23,13.2213,44.4622,1.1,351,"1_4"
1,2017-01-12 18:59:25,13.221,44.464,1.2,351,"1_4"
1,2017-01-12 19:02:23,13.221,44.464,1.2,351,"1_4"
1,2017-01-12 19:08:23,13.2208,44.4662,1.2,1,"1_4"
1,2017-01-12 19:14:23,13.2205,44.4683,1.3,341,"1_4"
1,2017-01-12 19:17:23,13.2203,44.4702,1.4,340,"1_4"
1,2017-01-12 19:23:23,13.2202,44.472,1.1,353,"1_4"
1,2017-01-12 19:29:25,13.22,44.474,1.2,357,"1_4"
1,2017-01-12 19:32:24,13.22,44.474,1.2,357,"1_4"
1,2017-01-12 19:38:25,13.2198,44.476,1,4,"1_4"
1,2017-01-12 19:44:24,13.2195,44.4777,1.4,358,"1_4"
1,2017-01-12 19:47:26,13.2193,44.4798,1.2,353,"1_4"
1,2017-01-12 19:53:23,13.2193,44.4818,1,2,"1_4"
1,2017-01-12 19:59:24,13.2195,44.4838,1.2,3,"1_4"
1,2017-01-12 20:02:26,13.2195,44.4838,1.2,3,"1_4"
1,2017-01-12 20:08:25,13.2195,44.4857,1.2,17,"1_4"
1,2017-01-12 20:14:25,13.2197,44.4877,1,4,"1_4"
1,2017-01-12 20:17:25,13.2198,44.4895,1.2,351,"1_4"
1,2017-01-12 20:23:23,13.2198,44.4895,1.2,351,"1_4"
1,2017-01-12 20:29:22,13.2198,44.4917,1.3,0,"1_4"
1,2017-01-12 20:32:21,13.2198,44.4937,1.1,4,"1_4"
1,2017-01-12 20:38:22,13.22,44.4957,1.3,3,"1_4"
1,2017-01-12 20:44:25,13.22,44.4975,1,2,"1_4"
1,2017-01-12 20:47:25,13.22,44.4975,1,2,"1_4"
1,2017-01-12 20:53:25,13.22,44.4995,1.2,355,"1_4"
1,2017-01-12 20:59:30,13.22,44.5013,1.1,7,"1_4"
1,2017-01-12 21:02:27,13.2207,44.503,1,12,"1_4"
1,2017-01-12 21:08:27,13.2198,44.4997,6.1,182,"1_4"
1,2017-01-12 21:14:27,13.2187,44.4893,6.2,188,"1_4"
1,2017-01-12 21:17:26,13.2187,44.4893,6.2,188,"1_4"
1,2017-01-12 21:23:24,13.2187,44.4893,6.2,188,"1_4"
1,2017-01-12 21:29:23,13.2143,44.469,6.1,186,"1_4"
1,2017-01-12 21:34:08,13.2123,44.468,1.3,354,"1_4"
1,2017-01-12 21:38:08,13.212,44.4695,1.3,347,"1_4"
1,2017-01-12 21:43:50,13.2117,44.4715,1.3,347,"1_4"
1,2017-01-12 21:48:29,13.2113,44.4732,1.2,358,"1_4"
1,2017-01-12 21:53:09,13.211,44.4748,1.3,6,"1_4"
1,2017-01-12 21:55:49,13.2108,44.4758,1.6,7,"1_4"
1,2017-01-12 22:07:48,13.2097,44.4802,1.4,345,"1_4"
1,2017-01-12 22:13:29,13.2092,44.4822,0.9,340,"1_4"
1,2017-01-12 22:18:00,13.2087,44.4837,1,339,"1_4"
1,2017-01-12 22:22:29,13.2087,44.4852,1.1,6,"1_4"
1,2017-01-12 22:27:09,13.2082,44.4868,1.4,346,"1_4"
1,2017-01-12 22:34:48,13.208,44.4893,1.2,0,"1_4"
1,2017-01-12 22:41:08,13.2073,44.4917,1.6,349,"1_4"
1,2017-01-12 22:49:48,13.2068,44.4947,1.3,356,"1_4"
1,2017-01-12 22:54:29,13.2065,44.4963,1.3,334,"1_4"
1,2017-01-12 22:59:39,13.2062,44.4983,1.1,359,"1_4"
1,2017-01-12 23:04:59,13.2057,44.5002,1,333,"1_4"
1,2017-01-12 23:09:28,13.2055,44.5018,1.5,354,"1_4"
1,2017-01-12 23:14:49,13.205,44.5037,1.5,347,"1_4"
1,2017-01-12 23:18:29,13.2048,44.5047,1.1,337,"1_4"
1,2017-01-12 23:23:49,13.1977,44.504,7.1,206,"1_4"
1,2017-01-12 23:29:49,13.1868,44.4947,7.4,221,"1_4"
1,2017-01-12 23:34:29,13.1782,44.4875,7.5,220,"1_4"
1,2017-01-12 23:39:09,13.1693,44.4802,7.4,223,"1_4"
1,2017-01-12 23:44:50,13.1588,44.4713,7.3,221,"1_4"
1,2017-01-12 23:46:50,13.1552,44.4682,7.4,215,"1_4"
1,2017-01-12 23:54:09,13.1422,44.4562,7.6,220,"1_4"
1,2017-01-13 00:11:09,13.1117,44.4283,7.4,215,"1_4"
1,2017-01-13 00:24:28,13.0892,44.4052,7.4,210,"1_4"
1,2017-01-13 00:25:28,13.0875,44.4035,7.4,211,"1_4"
1,2017-01-13 00:45:29,13.0548,44.3688,7.5,211,"1_4"
1,2017-01-13 01:17:28,13.0117,44.3233,7.4,214,"1_4"
1,2017-01-13 01:23:30,13.002,44.3128,7.6,211,"1_4"
1,2017-01-13 01:29:30,12.9922,44.3023,7.5,214,"1_4"
1,2017-01-13 01:32:29,12.9922,44.3023,7.5,214,"1_4"
1,2017-01-13 01:38:29,12.9825,44.2912,7.5,210,"1_4"
1,2017-01-13 01:44:31,12.9735,44.28,7.8,211,"1_4"
1,2017-01-13 01:47:30,12.964,44.2685,7.6,213,"1_4"
1,2017-01-13 01:53:27,12.9553,44.2575,7.5,210,"1_4"
1,2017-01-13 01:59:28,12.9465,44.246,7.6,210,"1_4"
1,2017-01-13 02:02:28,12.9465,44.246,7.6,210,"1_4"
1,2017-01-13 02:08:29,12.9373,44.2348,7.9,210,"1_4"
1,2017-01-13 02:14:29,12.9283,44.2237,7.8,211,"1_4"
1,2017-01-13 02:17:26,12.9193,44.2123,7.7,208,"1_4"
1,2017-01-13 02:23:29,12.9112,44.2008,7.8,204,"1_4"
1,2017-01-13 02:29:35,12.9035,44.189,7.8,204,"1_4"
1,2017-01-13 02:32:29,12.9035,44.189,7.8,204,"1_4"
1,2017-01-13 02:38:30,12.8962,44.1772,7.7,205,"1_4"
1,2017-01-13 02:44:31,12.889,44.1652,7.9,201,"1_4"
1,2017-01-13 02:47:32,12.8818,44.1532,7.8,202,"1_4"
1,2017-01-13 02:53:30,12.8747,44.1408,7.8,204,"1_4"
1,2017-01-13 02:59:31,12.8673,44.1287,7.9,203,"1_4"
1,2017-01-13 03:05:28,12.8603,44.1162,7.8,199,"1_4"
1,2017-01-13 03:08:29,12.8603,44.1162,7.8,199,"1_4"
1,2017-01-13 03:14:28,12.854,44.104,7.8,198,"1_4"
1,2017-01-13 03:20:27,12.8465,44.0923,7.3,206,"1_4"
1,2017-01-13 03:23:26,12.8388,44.0808,7.5,205,"1_4"
1,2017-01-13 03:29:26,12.8313,44.0697,7.5,202,"1_4"
1,2017-01-13 03:35:28,12.8235,44.058,7.7,204,"1_4"
1,2017-01-13 03:38:30,12.8235,44.058,7.7,204,"1_4"
1,2017-01-13 03:44:31,12.8158,44.0463,7.8,205,"1_4"
1,2017-01-13 03:50:32,12.8082,44.0343,7.7,204,"1_4"
1,2017-01-13 03:53:31,12.8005,44.0223,7.8,206,"1_4"
1,2017-01-13 03:59:31,12.7905,44.0108,7.9,212,"1_4"
1,2017-01-13 04:05:31,12.7798,43.9993,7.9,214,"1_4"
1,2017-01-13 04:08:31,12.7798,43.9993,7.9,214,"1_4"
1,2017-01-13 04:14:32,12.7693,43.9885,7.9,218,"1_4"
1,2017-01-13 04:20:32,12.7693,43.9885,7.9,218,"1_4"
1,2017-01-13 04:23:32,12.7693,43.9885,7.9,218,"1_4"
1,2017-01-13 04:26:32,12.7693,43.9885,7.9,218,"1_4"
1,2017-01-14 08:08:32,12.7508,43.9697,5.5,2,"1_5"
1,2017-01-14 08:14:48,12.7507,43.9688,2.3,83,"1_5"
1,2017-01-14 08:20:47,12.7608,43.9773,8.2,52,"1_5"
1,2017-01-14 08:23:49,12.779,43.9825,8.6,72,"1_5"
1,2017-01-14 08:29:49,12.8003,43.9852,9.2,81,"1_5"
1,2017-01-14 08:35:48,12.8218,43.9852,9.4,95,"1_5"
1,2017-01-14 08:38:50,12.8218,43.9852,9.4,95,"1_5"
1,2017-01-14 08:44:49,12.8435,43.9842,9.5,100,"1_5"
1,2017-01-14 08:50:49,12.8658,43.9803,9.9,104,"1_5"
1,2017-01-14 08:53:48,12.8882,43.976,10.1,106,"1_5"
1,2017-01-14 08:59:49,12.9105,43.9705,10.1,110,"1_5"
1,2017-01-14 09:05:47,12.9315,43.9617,10.1,121,"1_5"
1,2017-01-14 09:08:48,12.9315,43.9617,10.1,121,"1_5"
1,2017-01-14 09:14:48,12.9507,43.9515,9.8,129,"1_5"
1,2017-01-14 09:20:50,12.9688,43.9405,10,130,"1_5"
1,2017-01-14 09:23:50,12.9868,43.9297,10.1,130,"1_5"
1,2017-01-14 09:29:51,13.0047,43.9183,10.2,132,"1_5"
1,2017-01-14 09:35:51,13.0227,43.9068,10,131,"1_5"
1,2017-01-14 09:38:50,13.0227,43.9068,10,131,"1_5"
1,2017-01-14 09:44:48,13.0332,43.8932,9,182,"1_5"
1,2017-01-14 09:50:47,13.0288,43.8783,9,193,"1_5"
1,2017-01-14 09:53:49,13.022,43.8643,8.9,206,"1_5"
1,2017-01-14 09:59:49,13.016,43.8525,4.8,166,"1_5"
1,2017-01-14 10:05:48,13.0176,43.8515,0,360,"1_5"
1,2017-01-14 10:08:49,13.0176,43.8515,0,360,"1_5"
1,2017-02-10 11:12:44,13.016,43.8563,6.1,359,"1_6"
1,2017-02-10 11:18:45,13.0133,43.8658,6.7,1,"1_6"
1,2017-02-10 11:21:44,13.0133,43.8658,6.7,1,"1_6"
1,2017-02-10 11:27:42,13.0075,43.8773,7.7,349,"1_6"
1,2017-02-10 11:33:45,12.9953,43.8878,8.5,314,"1_6"
1,2017-02-10 11:36:43,12.9833,43.8992,8.5,313,"1_6"
1,2017-02-10 11:42:43,12.969,43.9077,8.4,324,"1_6"
1,2017-02-10 11:48:45,12.9522,43.9127,8.1,273,"1_6"
1,2017-02-10 11:51:44,12.9522,43.9127,8.1,273,"1_6"
1,2017-02-10 11:57:44,12.9387,43.923,8.5,324,"1_6"
1,2017-02-10 12:03:44,12.9273,43.9348,8.5,314,"1_6"
1,2017-02-10 12:06:42,12.9103,43.9435,9,296,"1_6"
1,2017-02-10 12:12:43,12.8913,43.95,8.5,303,"1_6"
1,2017-02-10 12:18:42,12.8722,43.9537,8.8,302,"1_6"
1,2017-02-10 12:21:42,12.8722,43.9537,8.8,302,"1_6"
1,2017-02-10 12:27:43,12.8533,43.9602,8.6,296,"1_6"
1,2017-02-10 12:33:44,12.8335,43.9653,8.8,299,"1_6"
1,2017-02-10 12:36:44,12.8335,43.9653,8.8,299,"1_6"
1,2017-02-10 12:42:43,12.8138,43.9715,9,282,"1_6"
1,2017-02-10 12:48:42,12.7898,43.9733,9.3,282,"1_6"
1,2017-02-10 12:51:43,12.7675,43.9742,9.2,269,"1_6"
1,2017-02-10 12:57:44,12.7675,43.9742,9.2,269,"1_6"
1,2017-02-10 13:03:46,12.7675,43.9742,9.2,269,"1_6"
1,2017-02-10 13:06:44,12.7675,43.9742,9.2,269,"1_6"
1,2017-02-10 13:12:44,12.7675,43.9742,9.2,269,"1_6"
1,2017-02-12 16:45:17,12.7503,43.9685,0.5,345,"1_7"
1,2017-02-12 16:48:18,12.7503,43.9685,0.5,345,"1_7"
1,2017-02-12 16:54:16,12.7543,43.9765,7.1,30,"1_7"
1,2017-02-12 17:00:16,12.7648,43.9865,7.8,40,"1_7"
1,2017-02-12 17:03:15,12.7708,43.9987,9.4,35,"1_7"
1,2017-02-12 17:09:16,12.7708,43.9987,9.4,35,"1_7"
1,2017-02-12 17:15:16,12.774,44.013,9.2,8,"1_7"
1,2017-02-12 17:18:16,12.7848,44.0253,8.9,22,"1_7"
1,2017-02-12 17:24:16,12.7955,44.0378,9,27,"1_7"
1,2017-02-12 17:30:15,12.8048,44.0513,9.1,20,"1_7"
1,2017-02-12 17:33:14,12.8048,44.0513,9.1,20,"1_7"
1,2017-02-12 17:39:13,12.8142,44.0653,9.1,14,"1_7"
1,2017-02-12 17:45:14,12.826,44.0777,9.1,25,"1_7"
1,2017-02-12 17:48:15,12.8395,44.0893,9.2,43,"1_7"
1,2017-02-12 17:54:15,12.8557,44.0992,9.1,38,"1_7"
1,2017-02-12 18:00:15,12.8687,44.1092,9.1,23,"1_7"
1,2017-02-12 18:03:14,12.8687,44.1092,9.1,23,"1_7"
1,2017-02-12 18:09:12,12.8803,44.1217,9.1,44,"1_7"
1,2017-02-12 18:15:14,12.8947,44.1335,9.1,42,"1_7"
1,2017-02-12 18:18:14,12.9092,44.1445,9.1,45,"1_7"
1,2017-02-12 18:24:14,12.923,44.156,9.1,36,"1_7"
1,2017-02-12 18:30:16,12.9377,44.1675,9.1,43,"1_7"
1,2017-02-12 18:33:16,12.9377,44.1675,9.1,43,"1_7"
1,2017-02-12 18:39:16,12.9515,44.179,9.1,42,"1_7"
1,2017-02-12 18:45:21,12.9642,44.191,9.1,33,"1_7"
1,2017-02-12 18:48:17,12.9788,44.202,9.1,45,"1_7"
1,2017-02-12 18:54:17,12.992,44.2137,9.1,34,"1_7"
1,2017-02-12 19:00:15,13.0023,44.2272,9.1,40,"1_7"
1,2017-02-12 19:03:14,13.0023,44.2272,9.1,40,"1_7"
1,2017-02-12 19:09:16,13.0153,44.2397,9.1,26,"1_7"
1,2017-02-12 19:15:16,13.0267,44.2522,9.1,33,"1_7"
1,2017-02-12 19:18:17,13.0375,44.2648,9.2,20,"1_7"
1,2017-02-12 19:24:17,13.0422,44.2782,9,350,"1_7"
1,2017-02-12 19:30:17,13.0475,44.2918,9.2,29,"1_7"
1,2017-02-12 19:33:16,13.0475,44.2918,9.2,29,"1_7"
1,2017-02-12 19:39:17,13.0453,44.3068,9.4,343,"1_7"
1,2017-02-12 19:45:18,13.0447,44.3222,9.4,344,"1_7"
1,2017-02-12 19:48:19,13.0425,44.3377,9.4,353,"1_7"
1,2017-02-12 19:54:18,13.0442,44.3537,9.4,351,"1_7"
1,2017-02-12 20:00:20,13.0415,44.3692,9.4,354,"1_7"
1,2017-02-12 20:03:18,13.0415,44.3692,9.4,354,"1_7"
1,2017-02-12 20:09:19,13.0413,44.3845,9.3,7,"1_7"
1,2017-02-12 20:15:18,13.0443,44.3943,7.4,319,"1_7"
1,2017-02-12 20:21:17,13.0337,44.4038,7.3,314,"1_7"
1,2017-02-12 20:24:16,13.023,44.4137,7.2,319,"1_7"
1,2017-02-12 20:30:15,13.0108,44.422,7.3,325,"1_7"
1,2017-02-12 20:36:16,12.9995,44.4312,7.3,313,"1_7"
1,2017-02-12 20:39:17,12.9995,44.4312,7.3,313,"1_7"
1,2017-02-12 20:45:17,12.9967,44.438,7.6,75,"1_7"
1,2017-02-12 20:51:19,13.0148,44.4445,9.1,74,"1_7"
1,2017-02-12 20:54:19,13.0285,44.4383,7.2,133,"1_7"
1,2017-02-12 21:00:20,13.042,44.431,7.3,123,"1_7"
1,2017-02-12 21:06:20,13.0568,44.4245,7.3,124,"1_7"
1,2017-02-12 21:09:19,13.0568,44.4245,7.3,124,"1_7"
1,2017-02-12 21:15:17,13.0705,44.417,7.3,107,"1_7"
1,2017-02-12 21:21:17,13.0845,44.411,7.2,106,"1_7"
1,2017-02-12 21:24:17,13.077,44.4123,7.8,285,"1_7"
1,2017-02-12 21:30:18,13.063,44.4188,7.7,330,"1_7"
1,2017-02-12 21:36:21,13.0473,44.4257,7.8,296,"1_7"
1,2017-02-12 21:39:21,13.0473,44.4257,7.8,296,"1_7"
1,2017-02-12 21:45:23,13.03,44.427,7.7,263,"1_7"
1,2017-02-12 21:51:23,13.0153,44.4265,1.3,202,"1_7"
1,2017-02-12 21:54:22,13.0165,44.426,0.7,103,"1_7"
1,2017-02-12 22:00:21,13.0182,44.4257,0.7,102,"1_7"
1,2017-02-12 22:06:22,13.0197,44.4255,0.5,94,"1_7"
1,2017-02-12 22:09:21,13.0197,44.4255,0.5,94,"1_7"
1,2017-02-12 22:15:23,13.0212,44.4253,0.7,98,"1_7"
1,2017-02-12 22:21:25,13.0228,44.4252,0.7,91,"1_7"
1,2017-02-12 22:24:24,13.0245,44.425,0.5,92,"1_7"
1,2017-02-12 22:30:24,13.0262,44.425,0.5,87,"1_7"
1,2017-02-12 22:36:24,13.0262,44.425,0.5,87,"1_7"
1,2017-02-12 22:39:23,13.0275,44.4248,0.5,89,"1_7"
1,2017-02-12 22:45:23,13.0287,44.4248,0.5,91,"1_7"
1,2017-02-12 22:51:24,13.03,44.4247,0.5,98,"1_7"
1,2017-02-12 22:54:24,13.03,44.4247,0.5,98,"1_7"
1,2017-02-12 23:00:25,13.0315,44.4245,0.5,104,"1_7"
1,2017-02-12 23:06:27,13.0328,44.4242,0.5,111,"1_7"
1,2017-02-12 23:09:26,13.034,44.4237,0.5,117,"1_7"
1,2017-02-12 23:15:28,13.0352,44.4232,0.5,120,"1_7"
1,2017-02-12 23:21:29,13.0362,44.4227,0.3,115,"1_7"
1,2017-02-12 23:24:30,13.0362,44.4227,0.3,115,"1_7"
1,2017-02-12 23:30:30,13.037,44.4222,0.3,115,"1_7"
1,2017-02-12 23:36:29,13.038,44.4218,0.5,107,"1_7"
1,2017-02-12 23:39:29,13.039,44.4217,0.3,101,"1_7"
1,2017-02-12 23:45:29,13.0402,44.4213,0.3,119,"1_7"
1,2017-02-12 23:51:29,13.041,44.4208,0.3,143,"1_7"
1,2017-02-12 23:54:30,13.041,44.4208,0.3,143,"1_7"
1,2017-02-13 00:00:31,13.0418,44.4203,0.5,118,"1_7"
1,2017-02-13 00:06:33,13.043,44.4197,0.5,130,"1_7"
1,2017-02-13 00:09:33,13.0438,44.419,0.3,131,"1_7"
1,2017-02-13 00:15:34,13.0445,44.4185,0.3,119,"1_7"
1,2017-02-13 00:21:34,13.0455,44.4182,0.5,122,"1_7"
1,2017-02-13 00:24:35,13.0455,44.4182,0.5,122,"1_7"
1,2017-02-13 00:30:35,13.0468,44.4177,0.5,122,"1_7"
1,2017-02-13 00:36:35,13.048,44.4172,0.5,117,"1_7"
1,2017-02-13 00:39:35,13.0488,44.4165,0.5,146,"1_7"
1,2017-02-13 00:45:35,13.0497,44.4158,0.3,133,"1_7"
1,2017-02-13 00:51:35,13.0507,44.4153,0.5,122,"1_7"
1,2017-02-13 00:54:35,13.0507,44.4153,0.5,122,"1_7"
1,2017-02-13 01:00:36,13.0518,44.415,0.5,112,"1_7"
1,2017-02-13 01:06:36,13.0528,44.4147,0.5,119,"1_7"
1,2017-02-13 01:09:36,13.0538,44.414,0.5,131,"1_7"
1,2017-02-13 01:15:36,13.0548,44.4133,0.5,138,"1_7"
1,2017-02-13 01:21:35,13.0557,44.4125,0.5,138,"1_7"
1,2017-02-13 01:24:35,13.0557,44.4125,0.5,138,"1_7"
1,2017-02-13 01:30:36,13.0568,44.4117,0.5,140,"1_7"
1,2017-02-13 01:36:38,13.0578,44.4108,0.5,136,"1_7"
1,2017-02-13 01:39:38,13.0588,44.41,0.5,128,"1_7"
1,2017-02-13 01:45:38,13.0598,44.4095,0.3,113,"1_7"
1,2017-02-13 01:51:38,13.0598,44.4095,0.3,113,"1_7"
1,2017-02-13 01:54:38,13.0608,44.4092,0.3,107,"1_7"
1,2017-02-13 02:00:39,13.0617,44.409,0.2,111,"1_7"
1,2017-02-13 02:06:39,13.0628,44.4087,0.5,110,"1_7"
1,2017-02-13 02:09:40,13.0628,44.4087,0.5,110,"1_7"
1,2017-02-13 02:15:40,13.064,44.4082,0.5,115,"1_7"
1,2017-02-13 02:21:41,13.0652,44.4078,0.5,114,"1_7"
1,2017-02-13 02:24:40,13.0663,44.4073,0.3,111,"1_7"
1,2017-02-13 02:30:39,13.0673,44.407,0.3,118,"1_7"
1,2017-02-13 02:36:40,13.0683,44.4068,0.5,102,"1_7"
1,2017-02-13 02:39:40,13.0683,44.4068,0.5,102,"1_7"
1,2017-02-13 02:45:40,13.0695,44.4067,0.3,100,"1_7"
1,2017-02-13 02:51:41,13.0705,44.4063,0.5,107,"1_7"
1,2017-02-13 02:54:41,13.0718,44.406,0.3,109,"1_7"
1,2017-02-13 03:00:41,13.073,44.4055,0.5,130,"1_7"
1,2017-02-13 03:06:42,13.0737,44.4048,0.2,134,"1_7"
1,2017-02-13 03:09:42,13.0737,44.4048,0.2,134,"1_7"
1,2017-02-13 03:15:42,13.0745,44.4045,0.3,107,"1_7"
1,2017-02-13 03:21:41,13.0753,44.4043,0.3,110,"1_7"
1,2017-02-13 03:24:40,13.0765,44.4042,0.2,96,"1_7"
1,2017-02-13 03:30:41,13.0772,44.404,0.3,109,"1_7"
1,2017-02-13 03:36:41,13.078,44.4038,0.2,118,"1_7"
1,2017-02-13 03:39:42,13.078,44.4038,0.2,118,"1_7"
1,2017-02-13 03:45:43,13.0785,44.4037,0.2,108,"1_7"
1,2017-02-13 03:51:44,13.0795,44.4033,0.2,99,"1_7"
1,2017-02-13 03:54:44,13.0802,44.4032,0.3,139,"1_7"
1,2017-02-13 04:00:44,13.078,44.403,5.2,332,"1_7"
1,2017-02-13 04:06:45,13.0653,44.4077,6.4,287,"1_7"
1,2017-02-13 04:09:44,13.0653,44.4077,6.4,287,"1_7"
1,2017-02-13 04:15:44,13.0525,44.413,6.4,308,"1_7"
1,2017-02-13 04:21:44,13.0392,44.4178,6.4,303,"1_7"
1,2017-02-13 04:24:44,13.026,44.4223,6.4,319,"1_7"
1,2017-02-13 04:30:45,13.0128,44.4282,6.4,308,"1_7"
1,2017-02-13 04:36:46,12.9995,44.4337,6.4,301,"1_7"
1,2017-02-13 04:39:46,12.9995,44.4337,6.4,301,"1_7"
1,2017-02-13 04:45:45,12.9927,44.4367,0.1,319,"1_7"
1,2017-02-13 04:51:45,12.994,44.4352,1,134,"1_7"
1,2017-02-13 04:54:46,12.9957,44.434,0.9,132,"1_7"
1,2017-02-13 05:00:47,12.9973,44.4327,0.9,141,"1_7"
1,2017-02-13 05:06:47,12.999,44.4313,1.1,138,"1_7"
1,2017-02-13 05:09:48,12.999,44.4313,1.1,138,"1_7"
1,2017-02-13 05:15:47,13.0007,44.4302,1,144,"1_7"
1,2017-02-13 05:21:46,13.0023,44.4288,0.9,133,"1_7"
1,2017-02-13 05:24:48,13.004,44.4273,1.2,138,"1_7"
1,2017-02-13 05:30:47,13.004,44.4273,1.2,138,"1_7"
1,2017-02-13 05:36:48,13.0058,44.4262,1,114,"1_7"
1,2017-02-13 05:39:48,13.0077,44.4245,1.5,135,"1_7"
1,2017-02-13 05:45:48,13.0097,44.4232,1.1,128,"1_7"
1,2017-02-13 05:51:48,13.0113,44.4217,1,136,"1_7"
1,2017-02-13 05:54:48,13.0113,44.4217,1,136,"1_7"
1,2017-02-13 06:00:49,13.0132,44.42,1.1,122,"1_7"
1,2017-02-13 06:06:51,13.0148,44.4185,1.1,137,"1_7"
1,2017-02-13 06:09:50,13.0167,44.417,1.3,138,"1_7"
1,2017-02-13 06:15:49,13.0185,44.4158,1.2,144,"1_7"
1,2017-02-13 06:21:48,13.0203,44.4147,1,137,"1_7"
1,2017-02-13 06:24:47,13.0203,44.4147,1,137,"1_7"
1,2017-02-13 06:30:46,13.0223,44.4133,1,130,"1_7"
1,2017-02-13 06:36:45,13.024,44.4118,1.3,136,"1_7"
1,2017-02-13 06:42:46,13.0257,44.4103,0.7,143,"1_7"
1,2017-02-13 06:45:49,13.0273,44.4087,1.3,151,"1_7"
1,2017-02-13 06:51:49,13.0292,44.4073,1.3,128,"1_7"
1,2017-02-13 06:57:48,13.0308,44.406,0.9,135,"1_7"
1,2017-02-13 07:00:49,13.0308,44.406,0.9,135,"1_7"
1,2017-02-13 07:06:49,13.0328,44.4045,1.1,142,"1_7"
1,2017-02-13 07:12:50,13.0347,44.403,1.1,133,"1_7"
1,2017-02-13 07:15:50,13.0367,44.4015,1.1,131,"1_7"
1,2017-02-13 07:21:50,13.0383,44.4,1,141,"1_7"
1,2017-02-13 07:27:49,13.04,44.3985,1.1,131,"1_7"
1,2017-02-13 07:30:49,13.04,44.3985,1.1,131,"1_7"
1,2017-02-13 07:36:50,13.0415,44.3968,0.9,151,"1_7"
1,2017-02-13 07:42:50,13.0432,44.395,0.9,144,"1_7"
1,2017-02-13 07:45:50,13.0448,44.3933,1,136,"1_7"
1,2017-02-13 07:51:51,13.0448,44.3933,1,136,"1_7"
1,2017-02-13 07:57:50,13.0465,44.3917,1,139,"1_7"
1,2017-02-13 08:00:49,13.0472,44.3903,1.3,162,"1_7"
1,2017-02-13 08:06:53,13.0365,44.401,9.1,332,"1_7"
1,2017-02-13 08:12:56,13.029,44.416,8.9,336,"1_7"
1,2017-02-13 08:15:56,13.029,44.416,8.9,336,"1_7"
1,2017-02-13 08:22:00,13.0208,44.4322,9.2,349,"1_7"
1,2017-02-13 08:28:00,13.0197,44.4435,4.9,348,"1_7"
1,2017-02-13 08:30:59,13.021,44.4427,1.1,128,"1_7"
1,2017-02-13 08:36:57,13.0233,44.4413,1.3,122,"1_7"
1,2017-02-13 08:42:58,13.0255,44.4403,1.2,120,"1_7"
1,2017-02-13 08:45:57,13.0255,44.4403,1.2,120,"1_7"
1,2017-02-13 08:51:57,13.0277,44.439,0.7,133,"1_7"
1,2017-02-13 08:57:59,13.0298,44.4377,1.2,106,"1_7"
1,2017-02-13 09:01:00,13.0318,44.4362,1.6,129,"1_7"
1,2017-02-13 09:07:00,13.034,44.4352,1.6,131,"1_7"
1,2017-02-13 09:13:00,13.0362,44.4342,1.1,100,"1_7"
1,2017-02-13 09:15:59,13.0362,44.4342,1.1,100,"1_7"
1,2017-02-13 09:21:58,13.0383,44.4333,1.3,115,"1_7"
1,2017-02-13 09:27:58,13.0402,44.4318,2.1,133,"1_7"
1,2017-02-13 09:30:59,13.0402,44.4318,2.1,133,"1_7"
1,2017-02-13 09:36:59,13.0425,44.431,1.2,96,"1_7"
1,2017-02-13 09:42:58,13.045,44.4302,1.3,95,"1_7"
1,2017-02-13 09:45:58,13.047,44.429,0.5,162,"1_7"
1,2017-02-13 09:51:57,13.049,44.4277,1.5,148,"1_7"
1,2017-02-13 09:57:58,13.0512,44.4267,1.5,129,"1_7"
1,2017-02-13 10:01:05,13.0512,44.4267,1.5,129,"1_7"
