"vessel_id","time_stamp","lon","lat","speed","course","trip"
1,2017-01-08 03:11:48,12.7157,44.1375,0.5,181,"1_2"
1,2017-01-08 03:17:47,12.7165,44.1358,1,154,"1_2"
1,2017-01-08 03:20:51,12.7165,44.1358,1,154,"1_2"
1,2017-01-08 03:26:51,12.7173,44.1345,0.2,192,"1_2"
1,2017-01-08 03:32:51,12.7182,44.133,0.9,148,"1_2"
1,2017-01-08 03:35:51,12.719,44.1315,1.1,153,"1_2"
1,2017-01-08 03:41:47,12.7198,44.13,1,158,"1_2"
1,2017-01-08 03:47:48,12.7208,44.1285,1,162,"1_2"
1,2017-01-08 03:50:48,12.7208,44.1285,1,162,"1_2"
1,2017-01-08 03:56:48,12.7217,44.127,0.5,157,"1_2"
1,2017-01-08 04:02:49,12.7227,44.1255,0.9,154,"1_2"
1,2017-01-08 04:05:51,12.7235,44.124,0.9,165,"1_2"
1,2017-01-08 04:11:50,12.7242,44.123,0.2,156,"1_2"
1,2017-01-08 04:17:49,12.7225,44.121,6.7,245,"1_2"
1,2017-01-08 04:20:48,12.7225,44.121,6.7,245,"1_2"
1,2017-01-08 04:26:47,12.7215,44.1187,0.7,151,"1_2"
1,2017-01-08 04:32:51,12.7227,44.1173,0.7,151,"1_2"
1,2017-01-08 04:35:44,12.7227,44.1173,0.7,151,"1_2"
1,2017-01-08 04:41:45,12.7242,44.116,1.1,96,"1_2"
1,2017-01-08 04:47:45,12.7252,44.1145,1.2,153,"1_2"
1,2017-01-08 04:50:47,12.7263,44.1132,1,135,"1_2"
1,2017-01-08 04:56:47,12.7277,44.1117,1.1,154,"1_2"
1,2017-01-08 05:02:52,12.7288,44.1103,1.1,116,"1_2"
1,2017-01-08 05:05:51,12.7288,44.1103,1.1,116,"1_2"
1,2017-01-08 05:11:51,12.73,44.1088,1.1,149,"1_2"
1,2017-01-08 05:17:51,12.7313,44.1075,0.7,160,"1_2"
1,2017-01-08 05:20:52,12.7325,44.106,0.7,146,"1_2"
1,2017-01-08 05:26:55,12.7338,44.1047,1.2,146,"1_2"
1,2017-01-08 05:32:54,12.735,44.1032,1,150,"1_2"
1,2017-01-08 05:35:53,12.735,44.1032,1,150,"1_2"
1,2017-01-08 05:41:51,12.7362,44.1018,0.7,157,"1_2"
1,2017-01-08 05:47:45,12.7375,44.1003,1.3,129,"1_2"
1,2017-01-08 05:50:41,12.7387,44.0988,1.2,151,"1_2"
1,2017-01-08 05:56:21,12.7402,44.0973,1.2,131,"1_2"
1,2017-01-08 06:01:52,12.7415,44.0958,0.7,171,"1_2"
1,2017-01-08 06:07:51,12.742,44.0855,7.9,170,"1_2"
1,2017-01-08 06:10:51,12.742,44.0855,7.9,170,"1_2"
1,2017-01-08 06:16:51,12.7448,44.0725,7.9,171,"1_2"
1,2017-01-08 06:22:51,12.7477,44.0592,7.8,171,"1_2"
1,2017-01-08 06:25:51,12.7515,44.0463,7.7,167,"1_2"
1,2017-01-08 06:31:50,12.7533,44.0335,7.7,174,"1_2"
1,2017-01-08 06:37:51,12.7548,44.0203,7.6,175,"1_2"
1,2017-01-08 06:40:52,12.7548,44.0203,7.6,175,"1_2"
1,2017-01-08 06:46:51,12.7562,44.0072,7.6,176,"1_2"
1,2017-01-08 06:52:51,12.7567,43.9943,7.6,178,"1_2"
1,2017-01-08 06:55:52,12.7553,43.9818,7.5,202,"1_2"
1,2017-01-08 07:01:52,12.751,43.9701,6.8,184.4,"1_2"
1,2017-01-08 07:07:51,12.7489,43.9683,0,360,"1_2"
1,2017-01-08 07:10:52,12.7489,43.9683,0,360,"1_2"
1,2017-01-11 12:23:22,12.749,43.9685,0,311,"1_3"
1,2017-01-11 12:29:24,12.7523,43.9737,6.2,28,"1_3"
1,2017-01-11 12:32:27,12.7523,43.9737,6.2,28,"1_3"
1,2017-01-11 12:38:30,12.7595,43.9827,6.1,27,"1_3"
1,2017-01-11 12:44:34,12.7673,43.9925,6.9,29,"1_3"
1,2017-01-11 12:47:35,12.7768,44.0027,7.2,34,"1_3"
1,2017-01-11 12:53:33,12.7865,44.0122,7,36,"1_3"
1,2017-01-11 12:59:34,12.7965,44.0217,6.7,38,"1_3"
1,2017-01-11 13:02:34,12.7965,44.0217,6.7,38,"1_3"
1,2017-01-11 13:08:35,12.8065,44.031,7,34,"1_3"
1,2017-01-11 13:14:33,12.8167,44.0412,7.7,35,"1_3"
1,2017-01-11 13:17:33,12.8272,44.0518,7.6,39,"1_3"
1,2017-01-11 13:23:34,12.837,44.0622,7.3,31,"1_3"
1,2017-01-11 13:29:33,12.8468,44.0723,7.5,35,"1_3"
1,2017-01-11 13:32:34,12.8468,44.0723,7.5,35,"1_3"
1,2017-01-11 13:38:35,12.8567,44.0827,7.5,33,"1_3"
1,2017-01-11 13:44:34,12.8663,44.0933,7.8,31,"1_3"
1,2017-01-11 13:47:35,12.8757,44.1042,7.4,32,"1_3"
1,2017-01-11 13:53:35,12.8852,44.115,7.8,34,"1_3"
1,2017-01-11 13:59:36,12.8955,44.1257,7.7,36,"1_3"
1,2017-01-11 14:02:37,12.8955,44.1257,7.7,36,"1_3"
1,2017-01-11 14:08:31,12.9053,44.1362,7.6,35,"1_3"
1,2017-01-11 14:14:26,12.9152,44.1467,7.4,33,"1_3"
1,2017-01-11 14:17:23,12.9252,44.157,7.6,36,"1_3"
1,2017-01-11 14:23:19,12.9352,44.1673,7.7,38,"1_3"
1,2017-01-11 14:29:21,12.9453,44.1782,7.7,35,"1_3"
1,2017-01-11 14:32:22,12.9453,44.1782,7.7,35,"1_3"
1,2017-01-11 14:38:20,12.9553,44.189,7.7,32,"1_3"
1,2017-01-11 14:44:21,12.9655,44.1997,7.7,34,"1_3"
1,2017-01-11 14:50:18,12.9758,44.2103,7.6,32,"1_3"
1,2017-01-11 14:53:16,12.9865,44.2215,7.8,32,"1_3"
1,2017-01-11 14:59:16,12.9963,44.2323,7.7,34,"1_3"
1,2017-01-11 15:05:15,12.9963,44.2323,7.7,34,"1_3"
1,2017-01-11 15:08:16,13.0067,44.2438,7.7,32,"1_3"
1,2017-01-11 15:14:19,13.0173,44.2552,7.6,30,"1_3"
1,2017-01-11 15:20:21,13.032,44.2527,7.5,119,"1_3"
1,2017-01-11 15:23:20,13.032,44.2527,7.5,119,"1_3"
1,2017-01-11 15:29:19,13.0472,44.2463,7.6,118,"1_3"
1,2017-01-11 15:35:19,13.0632,44.24,7.5,119,"1_3"
1,2017-01-11 15:38:21,13.0783,44.2338,7.5,119,"1_3"
1,2017-01-11 15:44:22,13.0913,44.2338,7.3,39,"1_3"
1,2017-01-11 15:50:25,13.0822,44.2418,7.4,305,"1_3"
1,2017-01-11 15:53:24,13.0822,44.2418,7.4,305,"1_3"
1,2017-01-11 15:59:21,13.0682,44.249,7.4,302,"1_3"
1,2017-01-11 16:05:21,13.0537,44.2563,7.5,302,"1_3"
1,2017-01-11 16:08:20,13.0423,44.2648,7.3,2,"1_3"
1,2017-01-11 16:14:22,13.0418,44.2773,7.4,357,"1_3"
1,2017-01-11 16:20:25,13.0362,44.2897,7.5,341,"1_3"
1,2017-01-11 16:23:25,13.0362,44.2897,7.5,341,"1_3"
1,2017-01-11 16:29:26,13.0288,44.3012,7.6,333,"1_3"
1,2017-01-11 16:35:25,13.0213,44.313,7.6,335,"1_3"
1,2017-01-11 16:38:25,13.0135,44.3247,7.6,330,"1_3"
1,2017-01-11 16:44:24,13.0093,44.3257,0.5,182,"1_3"
1,2017-01-11 16:50:23,13.0093,44.3247,0.5,186,"1_3"
1,2017-01-11 16:53:21,13.0093,44.3247,0.5,186,"1_3"
1,2017-01-11 16:59:22,13.0093,44.3238,0.3,164,"1_3"
1,2017-01-11 17:05:21,13.0098,44.3228,0.5,159,"1_3"
1,2017-01-11 17:08:22,13.0098,44.3228,0.5,159,"1_3"
1,2017-01-11 17:14:23,13.01,44.322,0.2,160,"1_3"
1,2017-01-11 17:20:26,13.0108,44.3222,0.5,174,"1_3"
1,2017-01-11 17:23:26,13.0107,44.3213,0.3,185,"1_3"
1,2017-01-11 17:29:26,13.011,44.3207,0.1,162,"1_3"
1,2017-01-11 17:35:22,13.0113,44.3202,0.2,153,"1_3"
1,2017-01-11 17:38:22,13.0113,44.3202,0.2,153,"1_3"
1,2017-01-11 17:44:20,13.0117,44.3197,0.2,172,"1_3"
1,2017-01-11 17:50:22,13.0118,44.3192,0.1,140,"1_3"
1,2017-01-11 17:53:22,13.012,44.3187,0.2,173,"1_3"
1,2017-01-11 17:59:25,13.012,44.3182,0.2,155,"1_3"
1,2017-01-11 18:05:26,13.0122,44.3178,0.2,159,"1_3"
1,2017-01-11 18:08:24,13.0122,44.3178,0.2,159,"1_3"
1,2017-01-11 18:14:23,13.0127,44.3173,0.2,148,"1_3"
1,2017-01-11 18:20:22,13.0128,44.3168,0.1,157,"1_3"
1,2017-01-11 18:23:22,13.0132,44.3165,0,163,"1_3"
1,2017-01-11 18:29:21,13.013,44.3162,0.1,224,"1_3"
1,2017-01-11 18:35:22,13.013,44.3157,0,157,"1_3"
1,2017-01-11 18:38:21,13.013,44.3157,0,157,"1_3"
1,2017-01-11 18:44:22,13.0135,44.3155,0.2,118,"1_3"
1,2017-01-11 18:50:23,13.014,44.3152,0.1,149,"1_3"
1,2017-01-11 18:53:22,13.014,44.3152,0.1,149,"1_3"
1,2017-01-11 18:59:22,13.0142,44.3148,0.5,110,"1_3"
1,2017-01-11 19:05:21,13.0215,44.305,6.8,155,"1_3"
1,2017-01-11 19:08:20,13.0243,44.2935,7.1,186,"1_3"
1,2017-01-11 19:14:21,13.0228,44.2817,7.1,182,"1_3"
1,2017-01-11 19:20:20,13.0223,44.2695,7,181,"1_3"
1,2017-01-11 19:23:21,13.0223,44.2695,7,181,"1_3"
1,2017-01-11 19:29:22,13.0218,44.2577,7.1,180,"1_3"
1,2017-01-11 19:35:21,13.0223,44.2558,1.1,120,"1_3"
1,2017-01-11 19:38:21,13.0245,44.2548,1.3,121,"1_3"
1,2017-01-11 19:44:21,13.027,44.2537,1.1,113,"1_3"
1,2017-01-11 19:50:16,13.0295,44.2527,1.2,126,"1_3"
1,2017-01-11 19:53:16,13.0295,44.2527,1.2,126,"1_3"
1,2017-01-11 19:59:12,13.032,44.2517,1.3,117,"1_3"
1,2017-01-11 20:05:13,13.0343,44.2507,1.2,122,"1_3"
1,2017-01-11 20:08:13,13.037,44.2497,1,97,"1_3"
1,2017-01-11 20:14:14,13.0392,44.2488,0.9,119,"1_3"
1,2017-01-11 20:20:13,13.0443,44.2468,6.4,117,"1_3"
1,2017-01-11 20:23:14,13.0443,44.2468,6.4,117,"1_3"
1,2017-01-11 20:29:17,13.0578,44.2415,6.4,117,"1_3"
1,2017-01-11 20:35:19,13.071,44.2363,6.4,119,"1_3"
1,2017-01-11 20:38:19,13.084,44.2312,6.4,119,"1_3"
1,2017-01-11 20:44:20,13.0853,44.231,1.2,295,"1_3"
1,2017-01-11 20:50:20,13.0828,44.2317,1.4,299,"1_3"
1,2017-01-11 20:53:21,13.0828,44.2317,1.4,299,"1_3"
1,2017-01-11 20:59:22,13.0803,44.2328,1.1,299,"1_3"
1,2017-01-11 21:05:21,13.0778,44.2338,1.7,312,"1_3"
1,2017-01-11 21:08:21,13.0755,44.2347,1.3,298,"1_3"
1,2017-01-11 21:14:22,13.0727,44.2358,1.2,302,"1_3"
1,2017-01-11 21:20:22,13.07,44.237,1.4,306,"1_3"
1,2017-01-11 21:26:22,13.0672,44.238,1.3,295,"1_3"
1,2017-01-11 21:29:23,13.0672,44.238,1.3,295,"1_3"
1,2017-01-11 21:35:23,13.0645,44.239,1.4,297,"1_3"
1,2017-01-11 21:41:23,13.062,44.2402,1.3,289,"1_3"
1,2017-01-11 21:44:23,13.0593,44.2412,1.6,299,"1_3"
1,2017-01-11 21:50:24,13.0568,44.2422,1.2,296,"1_3"
1,2017-01-11 21:56:22,13.0542,44.2432,0.9,289,"1_3"
1,2017-01-11 21:59:22,13.0542,44.2432,0.9,289,"1_3"
1,2017-01-11 22:05:22,13.0515,44.2443,1.5,307,"1_3"
1,2017-01-11 22:11:23,13.0488,44.2453,1.2,292,"1_3"
1,2017-01-11 22:14:22,13.046,44.2463,1.5,298,"1_3"
1,2017-01-11 22:20:26,13.0435,44.2473,1.2,289,"1_3"
1,2017-01-11 22:26:27,13.0473,44.2473,6.6,107,"1_3"
1,2017-01-11 22:29:28,13.0473,44.2473,6.6,107,"1_3"
1,2017-01-11 22:35:27,13.0632,44.2455,6.7,97,"1_3"
1,2017-01-11 22:41:25,13.0783,44.242,6.8,116,"1_3"
1,2017-01-11 22:44:25,13.0913,44.2367,2,127,"1_3"
1,2017-01-11 22:50:25,13.0893,44.2382,1.2,309,"1_3"
1,2017-01-11 22:56:23,13.0865,44.2395,1.4,297,"1_3"
1,2017-01-11 22:59:22,13.0865,44.2395,1.4,297,"1_3"
1,2017-01-11 23:05:23,13.0838,44.2408,1.3,302,"1_3"
1,2017-01-11 23:11:28,13.0812,44.2422,1.7,331,"1_3"
1,2017-01-11 23:14:29,13.0785,44.2437,1.5,306,"1_3"
1,2017-01-11 23:20:32,13.0758,44.2452,0.9,317,"1_3"
1,2017-01-11 23:26:31,13.0728,44.2468,1,297,"1_3"
1,2017-01-11 23:29:32,13.0728,44.2468,1,297,"1_3"
1,2017-01-11 23:35:30,13.0702,44.248,1.2,311,"1_3"
1,2017-01-11 23:41:29,13.0673,44.2495,1.5,308,"1_3"
1,2017-01-11 23:44:29,13.0673,44.2495,1.5,308,"1_3"
1,2017-01-11 23:50:30,13.0645,44.251,1.6,313,"1_3"
1,2017-01-11 23:56:30,13.0618,44.2523,1.4,309,"1_3"
1,2017-01-11 23:59:31,13.0592,44.2535,1.4,296,"1_3"
1,2017-01-12 00:05:33,13.0563,44.2548,1.2,301,"1_3"
1,2017-01-12 00:11:34,13.0538,44.2562,1.4,311,"1_3"
1,2017-01-12 00:14:36,13.0538,44.2562,1.4,311,"1_3"
1,2017-01-12 00:20:34,13.0515,44.2572,0.9,307,"1_3"
1,2017-01-12 00:26:34,13.0487,44.2585,1.4,314,"1_3"
1,2017-01-12 00:29:33,13.046,44.2598,1.4,315,"1_3"
1,2017-01-12 00:35:34,13.0438,44.2613,1.5,334,"1_3"
1,2017-01-12 00:41:33,13.049,44.2667,8.2,44,"1_3"
1,2017-01-12 00:44:32,13.049,44.2667,8.2,44,"1_3"
1,2017-01-12 00:50:39,13.06,44.279,8.3,31,"1_3"
1,2017-01-12 00:56:41,13.07,44.2907,8.3,31,"1_3"
1,2017-01-12 00:59:43,13.08,44.3023,8.2,32,"1_3"
1,2017-01-12 01:05:45,13.0902,44.3145,8.3,32,"1_3"
1,2017-01-12 01:11:42,13.1002,44.3262,8.3,31,"1_3"
1,2017-01-12 01:14:41,13.1002,44.3262,8.3,31,"1_3"
1,2017-01-12 01:20:36,13.1103,44.338,8.3,31,"1_3"
1,2017-01-12 01:26:34,13.1207,44.3502,8.3,31,"1_3"
1,2017-01-12 01:29:35,13.1307,44.3622,8.3,30,"1_3"
1,2017-01-12 01:35:34,13.1405,44.374,8.3,31,"1_3"
1,2017-01-12 01:41:34,13.1505,44.3857,8.3,31,"1_3"
1,2017-01-12 01:44:34,13.1505,44.3857,8.3,31,"1_3"
1,2017-01-12 01:50:35,13.1605,44.3977,8.3,31,"1_3"
1,2017-01-12 01:56:36,13.1705,44.4097,8.3,29,"1_3"
1,2017-01-12 01:59:34,13.1803,44.4213,8.3,31,"1_3"
1,2017-01-12 02:05:34,13.1903,44.4333,8.3,31,"1_3"
1,2017-01-12 02:11:35,13.2002,44.4455,8.4,30,"1_3"
1,2017-01-12 02:14:37,13.2002,44.4455,8.4,30,"1_3"
1,2017-01-12 02:20:37,13.21,44.4575,8.3,30,"1_3"
1,2017-01-12 02:26:38,13.2127,44.4708,8.2,350,"1_3"
1,2017-01-12 02:29:37,13.2097,44.4843,8.1,351,"1_3"
1,2017-01-12 02:35:38,13.2067,44.4985,8.3,351,"1_3"
1,2017-01-12 02:41:38,13.2132,44.5045,7.7,97,"1_3"
1,2017-01-12 02:44:37,13.2132,44.5045,7.7,97,"1_3"
1,2017-01-12 02:50:38,13.2208,44.4978,8,178,"1_3"
1,2017-01-12 02:56:39,13.2207,44.4845,8,179,"1_3"
1,2017-01-12 02:59:38,13.2215,44.4713,7.9,177,"1_3"
1,2017-01-12 03:05:39,13.2233,44.4583,7.8,169,"1_3"
1,2017-01-12 03:11:39,13.2258,44.4453,7.8,199,"1_3"
1,2017-01-12 03:14:39,13.2258,44.4453,7.8,199,"1_3"
1,2017-01-12 03:20:39,13.212,44.4357,8.3,219,"1_3"
1,2017-01-12 03:26:40,13.1995,44.425,8.3,220,"1_3"
1,2017-01-12 03:29:39,13.187,44.4138,8.4,217,"1_3"
1,2017-01-12 03:35:37,13.187,44.4138,8.4,217,"1_3"
1,2017-01-12 03:41:38,13.1747,44.4027,8.2,219,"1_3"
1,2017-01-12 03:44:39,13.1625,44.3917,8.3,218,"1_3"
1,2017-01-12 03:50:39,13.1503,44.3803,8.3,216,"1_3"
1,2017-01-12 03:56:41,13.1383,44.3693,8.3,218,"1_3"
1,2017-01-12 03:59:41,13.1383,44.3693,8.3,218,"1_3"
1,2017-01-12 04:05:39,13.126,44.358,8.3,218,"1_3"
1,2017-01-12 04:11:38,13.1137,44.3468,8.3,219,"1_3"
1,2017-01-12 04:14:37,13.102,44.3358,8.2,216,"1_3"
1,2017-01-12 04:20:39,13.0902,44.3242,8.3,215,"1_3"
1,2017-01-12 04:26:42,13.0787,44.313,8.3,216,"1_3"
1,2017-01-12 04:29:42,13.0787,44.313,8.3,216,"1_3"
1,2017-01-12 04:35:40,13.0673,44.3017,8.4,215,"1_3"
1,2017-01-12 04:41:39,13.0558,44.2902,8.5,215,"1_3"
1,2017-01-12 04:44:40,13.0443,44.2788,8.4,216,"1_3"
1,2017-01-12 04:50:44,13.0323,44.2673,8.3,216,"1_3"
1,2017-01-12 04:56:43,13.0207,44.2557,8.3,215,"1_3"
1,2017-01-12 04:59:44,13.0207,44.2557,8.3,215,"1_3"
1,2017-01-12 05:05:45,13.0088,44.244,8.3,214,"1_3"
1,2017-01-12 05:11:45,12.9968,44.232,8.4,215,"1_3"
1,2017-01-12 05:14:44,12.9855,44.2207,8.3,215,"1_3"
1,2017-01-12 05:20:42,12.9738,44.2092,8.4,216,"1_3"
1,2017-01-12 05:26:41,12.9622,44.1975,8.2,215,"1_3"
1,2017-01-12 05:32:40,12.9507,44.1858,8.3,215,"1_3"
1,2017-01-12 05:35:37,12.9507,44.1858,8.3,215,"1_3"
1,2017-01-12 05:41:40,12.9392,44.1742,8.2,215,"1_3"
1,2017-01-12 05:47:40,12.9282,44.1628,8.3,213,"1_3"
1,2017-01-12 05:50:41,12.9172,44.151,8.3,213,"1_3"
1,2017-01-12 05:56:42,12.9062,44.1395,8.2,213,"1_3"
1,2017-01-12 06:02:41,12.8953,44.1278,8.1,212,"1_3"
1,2017-01-12 06:05:42,12.8953,44.1278,8.1,212,"1_3"
1,2017-01-12 06:11:43,12.8848,44.1162,8.5,212,"1_3"
1,2017-01-12 06:17:44,12.874,44.1045,8.4,213,"1_3"
1,2017-01-12 06:20:44,12.863,44.0923,8.4,213,"1_3"
1,2017-01-12 06:26:44,12.8523,44.0805,8.6,211,"1_3"
1,2017-01-12 06:32:45,12.841,44.0682,8.9,213,"1_3"
1,2017-01-12 06:35:44,12.841,44.0682,8.9,213,"1_3"
1,2017-01-12 06:41:44,12.8288,44.0555,9,213,"1_3"
1,2017-01-12 06:47:46,12.8168,44.0427,9,213,"1_3"
1,2017-01-12 06:50:49,12.8168,44.0427,9,213,"1_3"
1,2017-01-12 06:56:46,12.8053,44.0298,8.7,212,"1_3"
1,2017-01-12 07:02:45,12.7942,44.0173,8.5,212,"1_3"
1,2017-01-12 07:05:45,12.783,44.0055,8.5,213,"1_3"
1,2017-01-12 07:11:45,12.7713,43.9942,8.4,217,"1_3"
1,2017-01-12 07:17:42,12.7593,43.9832,8.3,219,"1_3"
1,2017-01-12 07:20:42,12.7593,43.9832,8.3,219,"1_3"
1,2017-01-12 07:26:38,12.7509,43.9714,6.8,180.2,"1_3"
1,2017-01-12 07:32:41,12.7489,43.9683,0,137.9,"1_3"
1,2017-01-12 07:35:43,12.7489,43.9683,0,360,"1_3"
1,2017-01-12 13:56:38,12.7508,43.9679,0,360,"1_4"
1,2017-01-12 14:02:36,12.752,43.9745,7.7,28,"1_4"
1,2017-01-12 14:08:40,12.7633,43.9863,8.4,35,"1_4"
1,2017-01-12 14:11:43,12.7633,43.9863,8.4,35,"1_4"
1,2017-01-12 14:17:42,12.7745,43.9978,8.4,36,"1_4"
1,2017-01-12 14:23:40,12.786,44.0092,8.4,37,"1_4"
1,2017-01-12 14:26:39,12.7985,44.0208,8.6,38,"1_4"
1,2017-01-12 14:32:36,12.811,44.0322,8.4,37,"1_4"
1,2017-01-12 14:38:34,12.8223,44.0435,8.4,35,"1_4"
1,2017-01-12 14:41:35,12.8223,44.0435,8.4,35,"1_4"
1,2017-01-12 14:47:33,12.834,44.0548,8.4,37,"1_4"
1,2017-01-12 14:53:33,12.846,44.0662,8.3,37,"1_4"
1,2017-01-12 14:56:34,12.8583,44.0775,8.3,39,"1_4"
1,2017-01-12 15:02:34,12.8703,44.0888,8.2,37,"1_4"
1,2017-01-12 15:08:33,12.882,44.1,8.7,36,"1_4"
1,2017-01-12 15:11:32,12.882,44.1,8.7,36,"1_4"
1,2017-01-12 15:17:31,12.8927,44.1125,8.6,34,"1_4"
1,2017-01-12 15:23:31,12.9038,44.1245,8.7,32,"1_4"
1,2017-01-12 15:26:31,12.9148,44.1372,8.7,30,"1_4"
1,2017-01-12 15:32:32,12.9257,44.1495,8.6,32,"1_4"
1,2017-01-12 15:38:32,12.937,44.1613,8.7,35,"1_4"
1,2017-01-12 15:41:31,12.937,44.1613,8.7,35,"1_4"
1,2017-01-12 15:47:33,12.9488,44.1732,8.7,35,"1_4"
1,2017-01-12 15:53:35,12.9607,44.1852,8.7,34,"1_4"
1,2017-01-12 15:56:35,12.9727,44.197,8.6,39,"1_4"
1,2017-01-12 16:02:36,12.9852,44.2085,8.7,36,"1_4"
1,2017-01-12 16:08:34,12.9972,44.22,8.6,36,"1_4"
1,2017-01-12 16:11:31,12.9972,44.22,8.6,36,"1_4"
1,2017-01-12 16:17:28,13.0097,44.232,8.7,36,"1_4"
1,2017-01-12 16:23:28,13.0218,44.2437,8.7,36,"1_4"
1,2017-01-12 16:26:27,13.0338,44.2553,8.7,38,"1_4"
1,2017-01-12 16:32:27,13.0463,44.2668,8.6,37,"1_4"
1,2017-01-12 16:38:28,13.0585,44.2782,8.6,37,"1_4"
1,2017-01-12 16:41:29,13.0585,44.2782,8.6,37,"1_4"
1,2017-01-12 16:47:29,13.0708,44.2897,8.7,36,"1_4"
1,2017-01-12 16:53:30,13.0838,44.3018,8.7,36,"1_4"
1,2017-01-12 16:56:29,13.0838,44.3018,8.7,36,"1_4"
